WeatherCat Data Export created at 09:38:13 21-Sep-14



Data for West Mersea - St Peters follows.

Date, Conditions, Ext. temperature,Dew Point,Wind chill,Pressure,Wind speed (10 Min. average),Average wind direction,Precipitation per hour,Precipitation total,Ext. humidity,Int. humidity,Int. temperature,Wind gust (10 Mins)
2014-09-04T00:09:00,Heavy Clouds,15.0,14.5,15.0,1022.01,1.4,58,0.00,41.10,97,64.0,23.1,3.3,
2014-09-04T00:19:00,Heavy Clouds,15.0,14.5,15.0,1022.11,1.9,82,0.00,41.10,97,64.0,23.1,3.9,
2014-09-04T00:29:00,Heavy Clouds,14.9,14.6,14.9,1022.11,1.4,69,0.00,41.10,98,63.0,22.8,1.9,
2014-09-04T00:39:00,Heavy Clouds,14.8,14.5,14.8,1022.01,1.4,92,0.00,41.10,98,63.0,22.8,2.7,
2014-09-04T00:49:00,Heavy Clouds,14.7,14.4,14.7,1021.91,0.6,72,0.00,41.10,98,63.0,22.8,2.7,
2014-09-04T00:59:00,Heavy Clouds,14.6,14.3,14.6,1021.81,1.4,91,0.00,41.10,98,63.0,22.8,1.9,
2014-09-04T01:09:00,Heavy Clouds,14.4,14.2,14.4,1021.81,0.6,62,0.00,41.10,99,64.0,22.8,1.9,
2014-09-04T01:19:00,Heavy Clouds,14.3,14.1,14.3,1021.81,1.4,77,0.00,41.10,99,64.0,22.8,1.9,
2014-09-04T01:29:00,Heavy Clouds,14.2,14.0,14.2,1021.81,0.6,53,0.00,41.10,99,63.0,22.8,1.9,
2014-09-04T01:39:00,Heavy Clouds,14.2,14.0,14.2,1021.81,0.6,43,0.00,41.10,99,63.0,22.7,1.9,
2014-09-04T01:49:00,Heavy Clouds,14.3,14.1,14.3,1021.71,0.6,44,0.00,41.10,99,63.0,22.8,2.7,
2014-09-04T01:59:00,Heavy Clouds,14.4,14.2,14.4,1021.61,0.6,34,0.00,41.10,99,63.0,22.8,1.9,
2014-09-04T02:09:00,Heavy Clouds,14.3,14.1,14.3,1021.51,0.6,52,0.00,41.10,99,63.0,22.7,3.3,
2014-09-04T02:19:00,Heavy Clouds,14.3,14.1,14.3,1021.51,1.4,32,0.00,41.10,99,63.0,22.8,2.7,
2014-09-04T02:29:00,Heavy Clouds,14.3,14.1,14.3,1021.41,0.6,66,0.00,41.10,99,63.0,22.7,3.3,
2014-09-04T02:39:00,Heavy Clouds,14.2,14.0,14.2,1021.21,1.4,59,0.00,41.10,99,63.0,22.7,2.7,
2014-09-04T02:49:00,Heavy Clouds,14.1,13.9,14.1,1021.21,0.6,62,0.00,41.10,99,63.0,22.7,3.3,
2014-09-04T02:59:00,Heavy Clouds,14.1,13.9,14.1,1021.21,1.4,55,0.00,41.10,99,63.0,22.7,2.7,
2014-09-04T03:09:00,Heavy Clouds,14.0,13.8,14.0,1021.01,0.6,25,0.00,41.10,99,63.0,22.7,1.9,
2014-09-04T03:19:00,Heavy Clouds,14.0,13.8,14.0,1021.11,0.6,71,0.00,41.10,99,63.0,22.6,1.4,
2014-09-04T03:29:00,Heavy Clouds,13.9,13.7,13.9,1020.91,1.4,61,0.00,41.10,99,63.0,22.6,2.7,
2014-09-04T03:39:00,Heavy Clouds,14.0,13.8,14.0,1020.81,1.9,51,0.00,41.10,99,63.0,22.6,3.3,
2014-09-04T03:49:00,Heavy Clouds,14.1,13.9,14.1,1021.01,1.4,47,0.00,41.10,99,63.0,22.6,2.7,
2014-09-04T03:59:00,Heavy Clouds,14.3,14.1,14.3,1020.71,1.9,61,0.00,41.10,99,63.0,22.6,2.7,
2014-09-04T04:09:00,Heavy Clouds,14.4,14.2,14.4,1020.61,1.4,70,0.00,41.10,99,63.0,22.5,2.7,
2014-09-04T04:19:00,Heavy Clouds,14.7,14.5,14.7,1020.51,1.4,34,0.00,41.10,99,63.0,22.5,3.3,
2014-09-04T04:29:00,Heavy Clouds,14.8,14.6,14.8,1020.61,0.6,71,0.00,41.10,99,63.0,22.5,2.7,
2014-09-04T04:39:00,Heavy Clouds,14.9,14.7,14.9,1020.41,1.4,57,0.00,41.10,99,63.0,22.4,2.7,
2014-09-04T04:49:00,Heavy Clouds,15.0,14.8,15.0,1020.41,1.4,58,0.00,41.10,99,63.0,22.5,2.7,
2014-09-04T04:59:00,Heavy Clouds,15.1,14.9,15.1,1020.31,0.6,57,0.00,41.10,99,63.0,22.4,1.9,
2014-09-04T05:09:00,Heavy Clouds,15.1,14.9,15.1,1020.21,0.6,65,0.00,41.10,99,63.0,22.4,1.9,
2014-09-04T05:19:00,Heavy Clouds,15.0,14.8,15.0,1020.21,1.4,56,0.00,41.10,99,63.0,22.4,1.9,
2014-09-04T05:29:00,Heavy Clouds,14.9,14.7,14.9,1020.31,0.0,81,0.00,41.10,99,63.0,22.4,2.7,
2014-09-04T05:39:00,Heavy Clouds,14.8,14.6,14.8,1020.21,0.6,71,0.00,41.10,99,63.0,22.4,1.9,
2014-09-04T05:49:00,Heavy Clouds,14.8,14.6,14.8,1020.31,0.6,48,0.00,41.10,99,63.0,22.3,1.9,
2014-09-04T05:59:00,Heavy Clouds,15.0,14.8,15.0,1020.21,0.6,76,0.00,41.10,99,63.0,22.3,1.9,
2014-09-04T06:09:00,Heavy Clouds,15.1,14.9,15.1,1020.21,0.6,52,0.00,41.10,99,63.0,22.3,1.4,
2014-09-04T06:19:00,Heavy Clouds,15.2,15.0,15.2,1020.21,0.6,36,0.00,41.10,99,63.0,22.3,1.9,
2014-09-04T06:29:00,Heavy Clouds,15.3,15.1,15.3,1020.21,0.6,69,0.00,41.10,99,63.0,22.2,1.4,
2014-09-04T06:39:00,Heavy Clouds,15.4,15.2,15.4,1020.31,1.9,59,0.00,41.10,99,63.0,22.2,2.7,
2014-09-04T06:49:00,Heavy Clouds,15.5,15.3,15.5,1020.31,0.6,45,0.00,41.10,99,63.0,22.2,2.7,
2014-09-04T06:59:00,Heavy Clouds,15.8,15.6,15.8,1020.31,1.9,73,0.00,41.10,99,64.0,22.1,3.3,
2014-09-04T07:09:00,Heavy Clouds,15.8,15.5,15.8,1020.31,1.4,59,0.00,41.10,98,64.0,22.0,2.7,
2014-09-04T07:19:00,Heavy Clouds,15.9,15.6,15.9,1020.21,0.6,68,0.00,41.10,98,64.0,22.0,2.7,
2014-09-04T07:29:00,Heavy Clouds,16.0,15.4,16.0,1020.21,1.9,70,0.00,41.10,96,64.0,22.0,3.9,
2014-09-04T07:39:00,Heavy Clouds,16.6,16.0,16.6,1020.11,1.4,66,0.00,41.10,96,64.0,22.0,2.7,
2014-09-04T07:49:00,Heavy Clouds,16.9,15.9,16.9,1020.11,0.6,70,0.00,41.10,94,64.0,22.0,3.9,
2014-09-04T07:59:00,Heavy Clouds,17.5,16.2,17.5,1020.11,1.9,70,0.00,41.10,92,64.0,22.0,4.7,
2014-09-04T08:09:00,Heavy Clouds,18.0,16.5,18.0,1020.21,1.4,61,0.00,41.10,91,64.0,22.0,2.7,
2014-09-04T08:19:00,Overcast,18.3,16.5,18.3,1020.11,1.4,63,0.00,41.10,89,65.0,22.1,2.7,
2014-09-04T08:29:00,Overcast,18.5,16.3,18.5,1020.11,2.7,43,0.00,41.10,87,65.0,22.1,6.0,
2014-09-04T08:39:00,Overcast,18.8,16.6,18.8,1020.11,1.4,110,0.00,41.10,87,65.0,22.1,4.7,
2014-09-04T08:49:00,Overcast,19.2,16.6,19.2,1020.21,1.4,97,0.00,41.10,85,65.0,22.1,2.7,
2014-09-04T08:59:00,Overcast,19.3,16.5,19.3,1020.21,3.3,82,0.00,41.10,84,64.0,22.1,5.2,
2014-09-04T09:09:00,Overcast,19.6,16.6,19.6,1020.11,3.3,91,0.00,41.10,83,64.0,22.1,5.2,
2014-09-04T09:19:00,Overcast,20.2,16.6,20.2,1020.31,1.4,70,0.00,41.10,80,64.0,22.1,3.9,
2014-09-04T09:29:00,Cloudy,20.5,16.7,20.5,1020.31,1.9,74,0.00,41.10,79,65.0,22.1,5.2,
2014-09-04T09:39:00,Cloudy,20.2,16.0,20.2,1020.31,3.3,67,0.00,41.10,77,66.0,22.1,6.6,
2014-09-04T09:49:00,Overcast,19.5,15.8,19.5,1020.31,3.3,56,0.00,41.10,79,66.0,22.1,5.2,
2014-09-04T09:59:00,Overcast,19.4,15.7,19.4,1020.31,1.9,75,0.00,41.10,79,66.0,22.1,6.6,
2014-09-04T10:09:00,Overcast,19.4,15.9,19.4,1020.31,1.4,71,0.00,41.10,80,66.0,22.1,4.7,
2014-09-04T10:19:00,Overcast,19.4,15.9,19.4,1020.21,2.7,72,0.00,41.10,80,66.0,22.2,4.7,
2014-09-04T10:29:00,Overcast,19.6,16.0,19.6,1020.31,1.9,56,0.00,41.10,80,66.0,22.1,4.7,
2014-09-04T10:39:00,Cloudy,20.2,16.0,20.2,1020.31,4.7,85,0.00,41.10,77,66.0,22.1,6.0,
2014-09-04T10:49:00,Cloudy,20.5,15.7,20.5,1020.31,1.9,70,0.00,41.10,74,66.0,22.2,4.7,
2014-09-04T10:59:00,Light Clouds,20.7,15.7,20.7,1020.11,1.4,87,0.00,41.10,73,66.0,22.2,5.2,
2014-09-04T11:09:00,Light Clouds,20.7,15.5,20.7,1020.21,2.7,73,0.00,41.10,72,66.0,22.2,5.2,
2014-09-04T11:19:00,Light Clouds,20.8,15.6,20.8,1020.11,2.7,68,0.00,41.10,72,65.0,22.2,5.2,
2014-09-04T11:29:00,Light Clouds,20.7,15.5,20.7,1020.01,3.9,58,0.00,41.10,72,65.0,22.2,6.6,
2014-09-04T11:39:00,Cloudy,20.3,15.5,20.3,1020.01,3.3,86,0.00,41.10,74,65.0,22.2,4.7,
2014-09-04T11:49:00,Light Clouds,20.5,15.5,20.5,1020.01,1.9,96,0.00,41.10,73,65.0,22.2,3.9,
2014-09-04T11:59:00,Cloudy,20.5,16.3,20.5,1019.81,0.6,57,0.00,41.10,77,65.0,22.2,1.9,
2014-09-04T12:09:00,Cloudy,20.8,16.4,20.8,1019.81,1.4,63,0.00,41.10,76,65.0,22.3,3.3,
2014-09-04T12:19:00,Cloudy,21.7,16.9,21.7,1019.71,2.7,99,0.00,41.10,74,65.0,22.3,4.7,
2014-09-04T12:29:00,Light Clouds,22.4,16.4,22.4,1019.51,1.4,90,0.00,41.10,69,66.0,22.3,3.9,
2014-09-04T12:39:00,Light Clouds,22.5,16.5,22.5,1019.51,0.6,100,0.00,41.10,69,66.0,22.3,3.9,
2014-09-04T12:49:00,Light Clouds,23.0,16.8,23.0,1019.51,1.4,63,0.00,41.10,68,66.0,22.4,2.7,
2014-09-04T12:59:00,Light Clouds,23.0,16.5,23.0,1019.31,1.4,64,0.00,41.10,67,66.0,22.5,4.7,
2014-09-04T13:09:00,Light Clouds,21.5,16.0,21.5,1019.41,1.9,80,0.00,41.10,71,67.0,22.4,4.7,
2014-09-04T13:19:00,Cloudy,20.7,15.9,20.7,1019.31,0.6,69,0.00,41.10,74,67.0,22.5,2.7,
2014-09-04T13:29:00,Cloudy,20.7,16.3,20.7,1019.21,1.4,79,0.00,41.10,76,66.0,22.5,4.7,
2014-09-04T13:39:00,Cloudy,21.2,16.4,21.2,1019.11,0.6,91,0.00,41.10,74,67.0,22.5,1.9,
2014-09-04T13:49:00,Light Clouds,22.6,16.4,22.6,1019.11,1.9,70,0.00,41.10,68,67.0,22.6,3.3,
2014-09-04T13:59:00,Light Clouds,21.0,16.0,21.0,1019.01,1.9,59,0.00,41.10,73,67.0,22.5,3.3,
2014-09-04T14:09:00,Cloudy,20.7,16.1,20.7,1019.01,0.6,64,0.00,41.10,75,67.0,22.6,4.7,
2014-09-04T14:19:00,Cloudy,20.0,16.0,20.0,1019.01,1.4,56,0.00,41.10,78,67.0,22.6,3.3,
2014-09-04T14:29:00,Overcast,20.0,16.4,20.0,1018.91,0.0,77,0.00,41.10,80,67.0,22.6,2.7,
2014-09-04T14:39:00,Cloudy,20.8,17.0,20.8,1018.91,1.4,125,0.00,41.10,79,67.0,22.5,4.7,
2014-09-04T14:49:00,Cloudy,20.9,16.7,20.9,1018.80,1.4,108,0.00,41.10,77,67.0,22.6,4.7,
2014-09-04T14:59:00,Cloudy,20.7,16.7,20.7,1018.60,0.6,100,0.00,41.10,78,67.0,22.6,1.9,
2014-09-04T15:09:00,Cloudy,20.8,16.6,20.8,1018.60,1.4,93,0.00,41.10,77,67.0,22.7,3.3,
2014-09-04T15:19:00,Overcast,20.0,16.4,20.0,1018.50,1.4,80,0.00,41.10,80,67.0,22.6,5.2,
2014-09-04T15:29:00,Overcast,20.1,16.7,20.1,1018.40,1.4,63,0.00,41.10,81,67.0,22.6,3.3,
2014-09-04T15:39:00,Overcast,20.4,16.8,20.4,1018.30,0.6,68,0.00,41.10,80,67.0,22.7,4.7,
2014-09-04T15:49:00,Overcast,20.3,16.7,20.3,1018.30,1.4,53,0.00,41.10,80,67.0,22.6,3.3,
2014-09-04T15:59:00,Overcast,20.5,16.9,20.5,1018.30,0.6,52,0.00,41.10,80,67.0,22.7,3.9,
2014-09-04T16:09:00,Overcast,20.4,16.8,20.4,1018.30,0.6,59,0.00,41.10,80,67.0,22.7,1.4,
2014-09-04T16:19:00,Overcast,20.2,16.6,20.2,1018.30,1.4,45,0.00,41.10,80,67.0,22.6,3.9,
2014-09-04T16:29:00,Cloudy,20.4,16.0,20.4,1018.30,0.0,32,0.00,41.10,76,67.0,22.8,3.3,
2014-09-04T16:39:00,Cloudy,20.2,16.2,20.2,1018.20,1.9,59,0.00,41.10,78,68.0,22.8,4.7,
2014-09-04T16:49:00,Overcast,19.9,16.5,19.9,1018.20,1.9,45,0.00,41.10,81,68.0,22.8,3.3,
2014-09-04T16:59:00,Overcast,19.5,16.3,19.5,1018.10,0.6,75,0.00,41.10,82,68.0,22.8,3.3,
2014-09-04T17:09:00,Cloudy,19.9,15.5,19.9,1018.00,1.9,77,0.00,41.10,76,68.0,22.8,4.7,
2014-09-04T17:19:00,Light Clouds,20.0,14.8,20.0,1018.00,2.7,81,0.00,41.10,72,68.0,22.8,3.9,
2014-09-04T17:29:00,Cloudy,19.9,15.1,19.9,1018.10,0.6,80,0.00,41.10,74,68.0,22.8,1.4,
2014-09-04T17:39:00,Cloudy,19.6,15.0,19.6,1017.90,1.9,82,0.00,41.10,75,68.0,22.8,3.3,
2014-09-04T17:49:00,Overcast,19.6,15.9,19.6,1018.00,1.9,73,0.00,41.10,79,68.0,22.8,4.7,
2014-09-04T17:59:00,Overcast,19.3,15.8,19.3,1017.90,1.9,76,0.00,41.10,80,68.0,22.8,5.2,
2014-09-04T18:09:00,Overcast,19.2,15.9,19.2,1018.00,1.4,110,0.00,41.10,81,68.0,22.8,2.7,
2014-09-04T18:19:00,Overcast,19.3,15.8,19.3,1017.90,1.4,81,0.00,41.10,80,68.0,22.8,2.7,
2014-09-04T18:29:00,Cloudy,19.4,15.5,19.4,1018.00,2.7,74,0.00,41.10,78,68.0,22.8,4.7,
2014-09-04T18:39:00,Overcast,19.2,15.5,19.2,1018.00,1.9,69,0.00,41.10,79,68.0,22.8,3.9,
2014-09-04T18:49:00,Overcast,18.7,15.2,18.7,1018.10,1.9,71,0.00,41.10,80,68.0,22.8,3.3,
2014-09-04T18:59:00,Overcast,18.4,15.3,18.4,1018.20,0.0,69,0.00,41.10,82,68.0,22.8,1.9,
2014-09-04T19:09:00,Overcast,18.2,15.1,18.2,1018.20,0.0,67,0.00,41.10,82,68.0,22.8,2.7,
2014-09-04T19:19:00,Overcast,18.0,15.1,18.0,1018.20,0.6,74,0.00,41.10,83,68.0,23.1,1.9,
2014-09-04T19:29:00,Overcast,17.9,15.0,17.9,1018.20,0.0,106,0.00,41.10,83,68.0,22.8,0.0,
2014-09-04T19:39:00,Overcast,17.9,15.0,17.9,1018.30,0.6,85,0.00,41.10,83,68.0,23.1,1.9,
2014-09-04T19:49:00,Overcast,17.9,15.0,17.9,1018.30,0.0,91,0.00,41.10,83,67.0,23.1,1.9,
2014-09-04T19:59:00,Overcast,17.8,14.9,17.8,1018.30,2.7,80,0.00,41.10,83,67.0,23.1,3.9,
2014-09-04T20:09:00,Overcast,17.7,14.8,17.7,1018.40,0.6,72,0.00,41.10,83,68.0,22.8,1.9,
2014-09-04T20:19:00,Overcast,17.5,14.8,17.5,1018.30,0.6,61,0.00,41.10,84,68.0,22.8,1.4,
2014-09-04T20:29:00,Overcast,17.4,14.9,17.4,1018.30,0.0,77,0.00,41.10,85,68.0,22.8,1.4,
2014-09-04T20:39:00,Overcast,17.1,14.7,17.1,1018.40,0.0,89,0.00,41.10,86,67.0,23.1,1.4,
2014-09-04T20:49:00,Overcast,16.9,14.9,16.9,1018.40,0.0,72,0.00,41.10,88,67.0,23.1,0.6,
2014-09-04T20:59:00,Overcast,16.4,14.4,16.4,1018.40,0.0,26,0.00,41.10,88,68.0,22.8,0.0,
2014-09-04T21:09:00,Overcast,16.0,14.2,16.0,1018.40,0.0,19,0.00,41.10,89,67.0,23.1,0.0,
2014-09-04T21:19:00,Heavy Clouds,15.8,14.3,15.8,1018.40,0.0,345,0.00,41.10,91,67.0,23.1,0.0,
2014-09-04T21:29:00,Heavy Clouds,15.5,14.2,15.5,1018.30,0.0,31,0.00,41.10,92,67.0,23.1,0.0,
2014-09-04T21:39:00,Heavy Clouds,15.4,14.3,15.4,1018.30,0.0,34,0.00,41.10,93,67.0,23.2,0.0,
2014-09-04T21:49:00,Heavy Clouds,15.3,14.3,15.3,1018.20,0.0,17,0.00,41.10,94,67.0,23.2,0.0,
2014-09-04T21:59:00,Heavy Clouds,15.1,14.1,15.1,1018.40,0.0,3,0.00,41.10,94,67.0,23.2,0.0,
2014-09-04T22:09:00,Heavy Clouds,15.0,14.2,15.0,1018.40,0.0,350,0.00,41.10,95,67.0,23.2,0.0,
2014-09-04T22:19:00,Heavy Clouds,14.9,14.3,14.9,1018.40,0.0,350,0.00,41.10,96,67.0,23.2,0.6,
2014-09-04T22:29:00,Heavy Clouds,14.8,14.3,14.8,1018.30,0.0,1,0.00,41.10,97,67.0,23.2,1.4,
2014-09-04T22:39:00,Heavy Clouds,14.8,14.3,14.8,1018.20,0.0,352,0.00,41.10,97,67.0,23.2,0.0,
2014-09-04T22:49:00,Heavy Clouds,14.6,14.3,14.6,1018.10,0.0,351,0.00,41.10,98,67.0,23.2,0.6,
2014-09-04T22:59:00,Heavy Clouds,14.6,14.3,14.6,1018.30,0.0,342,0.00,41.10,98,67.0,23.2,0.0,
2014-09-04T23:09:00,Heavy Clouds,14.6,14.3,14.6,1018.20,0.0,345,0.00,41.10,98,67.0,23.2,0.6,
2014-09-04T23:19:00,Heavy Clouds,14.7,14.5,14.7,1018.10,0.0,349,0.00,41.10,99,66.0,23.2,0.0,
2014-09-04T23:29:00,Heavy Clouds,14.8,14.6,14.8,1018.10,0.0,25,0.00,41.10,99,66.0,23.2,0.0,
2014-09-04T23:39:00,Heavy Clouds,14.9,14.7,14.9,1018.10,0.0,22,0.00,41.10,99,66.0,23.2,1.4,
2014-09-04T23:49:00,Heavy Clouds,14.9,14.7,14.9,1017.90,0.0,3,0.00,41.10,99,66.0,23.2,0.6,
2014-09-04T23:59:00,Heavy Clouds,15.0,14.7,15.0,1018.00,0.0,0,0.00,41.10,98,66.0,23.2,0.6,
2014-09-05T00:09:00,Heavy Clouds,15.1,14.9,15.1,1018.00,0.0,2,0.00,41.10,99,66.0,23.2,1.4,
2014-09-05T00:19:00,Heavy Clouds,15.1,14.8,15.1,1017.90,0.0,12,0.00,41.10,98,66.0,23.2,0.6,
2014-09-05T00:29:00,Heavy Clouds,15.1,14.8,15.1,1017.80,0.0,6,0.00,41.10,98,66.0,23.2,0.0,
2014-09-05T00:39:00,Heavy Clouds,15.1,14.8,15.1,1017.70,0.0,6,0.00,41.10,98,66.0,23.2,1.4,
2014-09-05T00:49:00,Heavy Clouds,15.2,14.9,15.2,1017.70,0.6,12,0.00,41.10,98,65.0,23.2,1.9,
2014-09-05T00:59:00,Heavy Clouds,15.3,15.0,15.3,1017.70,0.6,20,0.00,41.10,98,65.0,23.1,1.9,
2014-09-05T01:09:00,Heavy Clouds,15.4,14.9,15.4,1017.50,0.0,19,0.00,41.10,97,65.0,23.1,1.4,
2014-09-05T01:19:00,Heavy Clouds,15.4,14.9,15.4,1017.60,0.0,16,0.00,41.10,97,65.0,23.1,1.4,
2014-09-05T01:29:00,Heavy Clouds,15.4,14.9,15.4,1017.40,0.6,7,0.00,41.10,97,65.0,23.1,1.9,
2014-09-05T01:39:00,Heavy Clouds,15.4,14.9,15.4,1017.30,1.4,15,0.00,41.10,97,65.0,23.1,1.9,
2014-09-05T01:49:00,Heavy Clouds,15.4,14.8,15.4,1017.10,0.6,341,0.00,41.10,96,65.0,23.1,1.9,
2014-09-05T01:59:00,Heavy Clouds,15.4,14.8,15.4,1017.20,1.4,337,0.00,41.10,96,65.0,23.1,3.3,
2014-09-05T02:09:00,Heavy Clouds,15.5,14.9,15.5,1017.10,0.0,354,0.00,41.10,96,65.0,23.1,1.9,
2014-09-05T02:19:00,Heavy Clouds,15.6,15.0,15.6,1016.80,1.4,346,0.00,41.10,96,65.0,23.1,2.7,
2014-09-05T02:29:00,Heavy Clouds,15.6,15.0,15.6,1016.80,0.6,2,0.00,41.10,96,65.0,23.1,1.9,
2014-09-05T02:39:00,Heavy Clouds,15.6,15.0,15.6,1016.80,1.4,359,0.00,41.10,96,65.0,23.1,2.7,
2014-09-05T02:49:00,Heavy Clouds,15.7,15.1,15.7,1016.60,0.0,356,0.00,41.10,96,65.0,23.1,2.7,
2014-09-05T02:59:00,Heavy Clouds,15.7,15.1,15.7,1016.60,1.4,349,0.00,41.10,96,65.0,22.7,1.9,
2014-09-05T03:09:00,Heavy Clouds,15.7,15.1,15.7,1016.60,0.6,6,0.00,41.10,96,65.0,22.7,1.9,
2014-09-05T03:19:00,Heavy Clouds,15.7,15.1,15.7,1016.60,1.4,332,0.00,41.10,96,65.0,22.7,2.7,
2014-09-05T03:29:00,Heavy Clouds,15.7,15.1,15.7,1016.60,0.6,30,0.00,41.10,96,65.0,22.8,1.9,
2014-09-05T03:39:00,Heavy Clouds,15.8,15.2,15.8,1016.60,1.4,5,0.00,41.10,96,65.0,22.7,3.3,
2014-09-05T03:49:00,Heavy Clouds,15.7,15.1,15.7,1016.70,0.6,358,0.00,41.10,96,65.0,22.8,4.7,
2014-09-05T03:59:00,Heavy Clouds,15.7,15.1,15.7,1016.70,0.6,358,0.00,41.10,96,65.0,22.7,2.7,
2014-09-05T04:09:00,Heavy Clouds,15.7,15.1,15.7,1016.70,1.4,357,0.00,41.10,96,65.0,22.8,2.7,
2014-09-05T04:19:00,Heavy Clouds,15.7,15.1,15.7,1016.70,0.6,29,0.00,41.10,96,64.0,22.8,3.9,
2014-09-05T04:29:00,Heavy Clouds,15.7,15.1,15.7,1016.60,1.4,22,0.00,41.10,96,64.0,22.8,3.3,
2014-09-05T04:39:00,Heavy Clouds,15.6,15.0,15.6,1016.60,0.0,40,0.00,41.10,96,64.0,22.8,1.9,
2014-09-05T04:49:00,Heavy Clouds,15.7,14.9,15.7,1016.60,1.4,19,0.00,41.10,95,64.0,22.8,2.7,
2014-09-05T04:59:00,Heavy Clouds,15.7,14.9,15.7,1016.50,0.6,30,0.00,41.10,95,64.0,22.8,3.9,
2014-09-05T05:09:00,Heavy Clouds,15.7,14.9,15.7,1016.50,0.0,17,0.00,41.10,95,64.0,22.8,2.7,
2014-09-05T05:19:00,Heavy Clouds,15.7,14.9,15.7,1016.50,0.6,349,0.00,41.10,95,64.0,22.7,2.7,
2014-09-05T05:29:00,Heavy Clouds,15.7,14.9,15.7,1016.40,0.0,338,0.00,41.10,95,64.0,22.7,2.7,
2014-09-05T05:39:00,Heavy Clouds,15.7,14.7,15.7,1016.40,0.6,337,0.00,41.10,94,64.0,22.7,2.7,
2014-09-05T05:49:00,Heavy Clouds,15.7,14.7,15.7,1016.50,1.4,346,0.00,41.10,94,64.0,22.7,2.7,
2014-09-05T05:59:00,Heavy Clouds,15.7,14.7,15.7,1016.40,1.4,335,0.00,41.10,94,64.0,22.7,2.7,
2014-09-05T06:09:00,Heavy Clouds,15.8,14.8,15.8,1016.40,0.0,14,0.00,41.10,94,64.0,22.7,1.9,
2014-09-05T06:19:00,Heavy Clouds,15.8,14.7,15.8,1016.60,0.6,2,0.00,41.10,93,64.0,22.6,2.7,
2014-09-05T06:29:00,Heavy Clouds,15.8,14.7,15.8,1016.50,1.9,6,0.00,41.10,93,64.0,22.6,3.3,
2014-09-05T06:39:00,Heavy Clouds,15.8,14.7,15.8,1016.60,0.0,352,0.00,41.10,93,64.0,22.6,1.9,
2014-09-05T06:49:00,Heavy Clouds,15.8,14.7,15.8,1016.60,0.6,356,0.00,41.10,93,64.0,22.5,2.7,
2014-09-05T06:59:00,Heavy Clouds,15.8,14.7,15.8,1016.70,0.0,318,0.00,41.10,93,64.0,22.6,1.9,
2014-09-05T07:09:00,Heavy Clouds,15.8,14.7,15.8,1016.70,0.6,355,0.00,41.10,93,64.0,22.5,2.7,
2014-09-05T07:19:00,Heavy Clouds,15.8,14.7,15.8,1016.70,0.6,337,0.00,41.10,93,64.0,22.5,2.7,
2014-09-05T07:29:00,Heavy Clouds,15.8,14.7,15.8,1016.70,0.6,343,0.00,41.10,93,64.0,22.5,3.3,
2014-09-05T07:39:00,Heavy Clouds,15.9,14.8,15.9,1016.80,0.6,347,0.00,41.10,93,64.0,22.4,1.9,
2014-09-05T07:49:00,Heavy Clouds,15.9,14.6,15.9,1016.80,0.6,339,0.00,41.10,92,64.0,22.3,2.7,
2014-09-05T07:59:00,Heavy Clouds,16.0,14.5,16.0,1016.90,1.9,350,0.00,41.10,91,64.0,22.3,3.3,
2014-09-05T08:09:00,Heavy Clouds,16.0,14.5,16.0,1016.80,0.6,16,0.00,41.10,91,64.0,22.3,3.3,
2014-09-05T08:19:00,Heavy Clouds,16.0,14.5,16.0,1016.80,0.6,39,0.00,41.10,91,64.0,22.3,2.7,
2014-09-05T08:29:00,Heavy Clouds,16.0,14.5,16.0,1016.80,0.0,8,0.00,41.10,91,64.0,22.2,1.4,
2014-09-05T08:39:00,Overcast,16.0,14.4,16.0,1017.00,0.6,350,0.00,41.10,90,64.0,22.2,3.9,
2014-09-05T08:49:00,Overcast,16.0,14.4,16.0,1016.90,0.6,19,0.00,41.10,90,64.0,22.2,3.3,
2014-09-05T08:59:00,Overcast,16.0,14.4,16.0,1017.00,3.3,347,0.00,41.10,90,64.0,22.2,4.7,
2014-09-05T09:09:00,Overcast,16.0,14.4,16.0,1017.00,1.9,345,0.00,41.10,90,64.0,22.1,3.9,
2014-09-05T09:19:00,Overcast,16.0,14.4,16.0,1017.00,1.9,342,0.00,41.10,90,64.0,22.1,3.3,
2014-09-05T09:29:00,Overcast,16.0,14.4,16.0,1017.01,1.9,346,0.00,41.10,90,64.0,22.0,3.9,
2014-09-05T09:39:00,Heavy Clouds,16.0,14.5,16.0,1017.01,1.9,335,0.00,41.10,91,64.0,22.0,3.3,
2014-09-05T09:49:00,Heavy Clouds,16.0,14.5,16.0,1017.11,1.9,345,0.00,41.10,91,65.0,22.0,3.3,
2014-09-05T09:59:00,Heavy Clouds,16.0,14.5,16.0,1017.21,1.4,339,0.00,41.10,91,66.0,21.9,3.3,
2014-09-05T10:09:00,Heavy Clouds,16.2,14.7,16.2,1017.21,1.9,338,0.00,41.10,91,66.0,21.9,5.2,
2014-09-05T10:19:00,Heavy Clouds,16.3,14.8,16.3,1017.21,1.9,348,0.00,41.10,91,66.0,21.8,3.3,
2014-09-05T10:29:00,Overcast,16.5,14.9,16.5,1017.11,1.9,354,0.00,41.10,90,66.0,21.8,5.2,
2014-09-05T10:39:00,Overcast,16.7,15.1,16.7,1017.11,1.4,18,0.00,41.10,90,66.0,21.7,3.3,
